run_id,planned_unit_id,attempt_id,block_id,method_id,map_id,shift_id,stage,trial_index,command_id,planned_command,sent_command,measured_velocity,covariance,valid,reason,update_enabled,update_applied,posterior_before,posterior_after,posterior_path,measure_start,measure_end,sample_count,freshness_rule_version,reference_max_age_ms,reference_age_p95_ms,reference_age_exceedance_count,reference_age_longest_exceedance_run,reference_measure_age_p95_ms,reference_measure_age_exceedance_count,reference_measure_age_longest_exceedance_run,reference_measure_max_gap_ms,reference_max_gap_ms,scan_max_age_ms,scan_age_p95_ms,scan_max_gap_ms,detector_statistic,detector_alarm,recovery_index,validation_rmse,bag_path,status,terminal_reason,created_at
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_01,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_01_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,1,PRE_001,"[0.351562, 0.023457, -0.31104]","[0.351562, 0.023457, -0.31104]","[0.30066931326453006, -0.014875655774534383, -0.244959253482067]","[[2.575565388856019e-06, -6.536593935823217e-07, 0.0], [-6.536593935823218e-07, 4.135175032406623e-06, 0.0], [0.0, 0.0, 7.149742646821424e-06]]",True,,True,True,0,1,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_01_v0001.npz,1787332788.6878092,1787332790.6878514,40,p8_trial_freshness_v2,89.36476707458496,81.22372627258301,0,0,81.59087896347044,0,0,74.48959350585938,74.48959350585938,60.55331230163574,52.4899959564209,63.09318542480469,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:19:51Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_02,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_02_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,2,PRE_002,"[-0.398438, 0.223457, 0.00896]","[-0.398438, 0.223457, 0.00896]","[-0.33852867769116834, 0.16498253701854676, 0.007273446859009072]","[[1.217455169344327e-06, 2.8111327054199294e-07, 0.0], [2.811132705419928e-07, 1.0757879834630444e-06, 0.0], [0.0, 0.0, 1.12577985073247e-06]]",True,,True,True,1,2,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_02_v0002.npz,1787332792.7228951,1787332794.7229333,40,p8_trial_freshness_v2,85.84833145141602,83.35981369018555,0,0,83.46153497695923,0,0,69.67568397521973,69.67568397521973,65.66214561462402,53.888797760009766,60.03212928771973,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:19:55Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_03,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_03_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,3,PRE_003,"[0.201562, -0.109877, 0.32896]","[0.201562, -0.109877, 0.32896]","[0.15184739331454347, 0.002780530102767227, 0.31608807601937905]","[[2.699687448728859e-06, -2.651036096955769e-07, 0.0], [-2.651036096955769e-07, 6.216408320695355e-06, 0.0], [0.0, 0.0, 5.493258409733851e-06]]",True,,True,True,2,3,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_03_v0003.npz,1787332796.746498,1787332798.7465234,40,p8_trial_freshness_v2,95.3514575958252,81.76469802856445,0,0,81.49296045303345,0,0,64.69106674194336,83.65631103515625,63.899993896484375,52.16813087463379,69.80109214782715,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:19:59Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_04,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_04_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,4,PRE_004,"[-0.098437, 0.090123, 0.64896]","[-0.098437, 0.090123, 0.64896]","[-0.049455183209829195, 0.10801049045214219, 0.5739723470955522]","[[8.561102271523766e-06, 1.0504300123103964e-07, 0.0], [1.0504300123103959e-07, 5.813843919992655e-06, 0.0], [0.0, 0.0, 8.629037597132811e-06]]",True,,True,True,3,4,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_04_v0004.npz,1787332800.8084033,1787332802.8084426,40,p8_trial_freshness_v2,94.17343139648438,79.681396484375,0,0,77.41580009460449,0,0,61.79976463317871,73.96650314331055,65.48762321472168,52.43535041809082,70.9378719329834,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:03Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_05,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_05_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,5,PRE_005,"[0.501563, 0.290123, -0.56704]","[0.501563, 0.290123, -0.56704]","[0.4922440454292039, 0.15829090623944791, -0.4820717193398618]","[[1.1428435051400722e-05, -1.0749516971511977e-05, 0.0], [-1.0749516971511976e-05, 0.00010699805154725467, 0.0], [0.0, 0.0, 7.734475199054288e-06]]",True,,True,True,4,5,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_05_v0005.npz,1787332804.8262734,1787332806.8263097,40,p8_trial_freshness_v2,99.83491897583008,84.19561386108398,0,0,79.31572198867798,0,0,69.87261772155762,75.52814483642578,55.17911911010742,51.57756805419922,60.01615524291992,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:07Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_06,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_06_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,6,PRE_006,"[-0.473437, -0.280247, -0.24704]","[-0.473437, -0.280247, -0.24704]","[-0.4086449821955066, -0.22025702031053762, -0.1759892474247837]","[[1.098606574110886e-05, -2.4748392093295905e-06, 0.0], [-2.4748392093295905e-06, 7.046389047326539e-06, 0.0], [0.0, 0.0, 8.876058311073839e-07]]",True,,True,True,5,6,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_06_v0006.npz,1787332808.8561394,1787332810.8561723,40,p8_trial_freshness_v2,95.37696838378906,85.7694149017334,0,0,82.35790729522704,0,0,71.88844680786133,71.88844680786133,69.92220878601074,60.04524230957031,65.40441513061523,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:11Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_07,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_07_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,7,PRE_007,"[0.126563, -0.080247, 0.07296]","[0.126563, -0.080247, 0.07296]","[0.0009071420199059162, 0.0002946586890210307, 0.004993378074321026]","[[2.3724694973606232e-07, -5.549641273359047e-08, 0.0], [-5.549641273359048e-08, 8.713865402179777e-08, 0.0], [0.0, 0.0, 4.1833082638056936e-07]]",True,,True,True,6,7,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_07_v0007.npz,1787332812.9026308,1787332814.902658,40,p8_trial_freshness_v2,97.09286689758301,84.47623252868652,0,0,85.2201223373413,0,0,66.39218330383301,68.56918334960938,54.213523864746094,52.17946767807007,59.50665473937988,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:15Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_08,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_08_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,8,PRE_008,"[-0.173437, 0.119753, 0.39296]","[-0.173437, 0.119753, 0.39296]","[-0.10072089076474344, 0.0991816822575874, 0.32169137207652165]","[[2.0748356545539566e-06, 8.998648506378656e-07, 0.0], [8.998648506378655e-07, 1.5534408593118785e-06, 0.0], [0.0, 0.0, 7.958433033527479e-06]]",True,,True,True,7,8,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_08_v0008.npz,1787332816.9372857,1787332818.9373279,40,p8_trial_freshness_v2,93.36686134338379,83.175528049469,0,0,83.175528049469,0,0,71.16007804870605,71.16007804870605,61.78474426269531,51.84435844421387,66.8940544128418,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:19Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_09,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_09_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,9,PRE_009,"[0.426563, -0.21358, 0.71296]","[0.426563, -0.21358, 0.71296]","[0.3807434389166993, -0.03642043125003011, 0.6628462074598301]","[[3.5645048956218564e-05, -3.0099878645749617e-05, 0.0], [-3.0099878645749617e-05, 8.92390228978967e-05, 0.0], [0.0, 0.0, 5.097916180245056e-06]]",True,,True,True,8,9,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_09_v0009.npz,1787332820.9732978,1787332822.9733276,40,p8_trial_freshness_v2,96.92788124084473,86.32129430770874,0,0,81.75015449523923,0,0,74.82147216796875,74.82147216796875,71.17772102355957,53.073883056640625,61.62428855895996,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:23Z
p8_shift_official_20260822_r41,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_10,R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_10_attempt_01,SHIFT_BLOCK_03,frozen,,R1_command_gain_coupling,pre_calibration,10,PRE_010,"[-0.323437, -0.01358, -0.50304]","[-0.323437, -0.01358, -0.50304]","[-0.23668145478024152, -0.03159657599408157, -0.41310683324981534]","[[2.53164107461556e-06, -4.5889919752352395e-06, 0.0], [-4.5889919752352395e-06, 1.8204512564172465e-05, 0.0], [0.0, 0.0, 8.814523388198312e-07]]",True,,True,True,9,10,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/posterior/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_PRE_CALIBRATION_10_v0010.npz,1787332825.0390747,1787332827.039103,40,p8_trial_freshness_v2,88.31119537353516,84.37737226486206,0,0,78.85825634002686,0,0,61.64121627807617,61.64121627807617,76.14398002624512,60.86111068725586,67.75879859924316,,,,,/home/unitree/lly/p8_real/p8_shift_official_20260822_r41/bags/R1_command_gain_coupling_SHIFT_BLOCK_03_frozen_part_01,SUCCESS,completed,2026-08-21T17:20:27Z
